Resistance-Type;Gene	DSgene	Sample	Abundance

Aminoglycoside Resistance;aph(3')	 aph(3')-IIc_1_AM743169	SRR2638363	0

Aminoglycoside Resistance;aph(3')	 aph(3')-IIc_1_AM743169	SRR2638363	0

Aminoglycoside Resistance;aph(3')	 aph(3')-IIc_1_AM743169	ERR3281039	0

Aminoglycoside Resistance;aph(3')	 aph(3')-IIc_1_AM743169	ERR3281039	0

Aminoglycoside Resistance;aph(3')	 aph(3')-IIc_1_AM743169	SRR6209370	0

Aminoglycoside Resistance;aph(3')	 aph(3')-IIc_1_AM743169	SRR6209370	0

Aminoglycoside Resistance;aph(3')	 aph(3')-IIc_1_AM743169	SRR11600163	0

Aminoglycoside Resistance;aph(3')	 aph(3')-IIc_1_AM743169	SRR11600163	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR12666050	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR2638368	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	ERR3281031	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR2090164	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR3546451	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR3546457	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR12926096	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	ERR3281037	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR11600161	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR7912025	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	ERR3281023	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR2638364	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	ERR3281036	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	ERR3281032	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	ERR3281030	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR10992209	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR8512247	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	ERR3281024	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR11600162	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR6213089	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	ERR3281027	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR2638369	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR6231011	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR13554778	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR3546449	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR8797411	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR3546452	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR8512248	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR4389122	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR8797412	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	ERR3281034	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	ERR3281035	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR13554775	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	ERR3281029	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR11844737	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR13662870	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR12918152	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR6213885	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR2638367	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR4389352	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR8512250	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR11844785	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR9644739	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	ERR2191546	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR9644740	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR8512251	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR3546453	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR10419845	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR2090170	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR13554773	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	ERR3281033	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR2638366	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR11844738	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR11844740	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR8512249	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR11614988	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR3546454	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR2090166	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR6213120	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR6212576	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR8512246	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR6211631	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	ERR3281028	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR11844736	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR2638365	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR11844784	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR8797414	1

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR8512245	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR9644741	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR11614986	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR9644742	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	ERR4388077	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	ERR3281026	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR10992210	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR3546450	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	ERR3281040	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	ERR3281022	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR2090174	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR4388699	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR11844739	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	ERR4388080	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	ERR3281021	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	ERR3281041	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR3546456	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	ERR3281025	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR12918151	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR2090169	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR6208705	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	ERR3281038	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR8797413	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR2638370	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR2638363	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	ERR3281039	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR6209370	0

Aminoglycoside Resistance;aadA	 aadA17_1_FJ460181	SRR11600163	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR12666050	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR2638368	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	ERR3281031	1

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR2090164	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR3546451	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR3546457	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR12926096	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	ERR3281037	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR11600161	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR7912025	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	ERR3281023	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR2638364	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	ERR3281036	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	ERR3281032	1

Sulfonamide Resistance;sul4	 sul4_1_MG649393	ERR3281030	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR10992209	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR8512247	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	ERR3281024	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR11600162	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR6213089	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	ERR3281027	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR2638369	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR6231011	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR13554778	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR3546449	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR8797411	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR3546452	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR8512248	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR4389122	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR8797412	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	ERR3281034	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	ERR3281035	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR13554775	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	ERR3281029	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR11844737	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR13662870	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR12918152	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR6213885	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR2638367	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR4389352	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR8512250	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR11844785	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR9644739	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	ERR2191546	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR9644740	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR8512251	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR3546453	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR10419845	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR2090170	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR13554773	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	ERR3281033	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR2638366	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR11844738	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR11844740	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR8512249	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR11614988	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR3546454	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR2090166	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR6213120	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR6212576	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR8512246	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR6211631	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	ERR3281028	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR11844736	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR2638365	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR11844784	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR8797414	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR8512245	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR9644741	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR11614986	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR9644742	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	ERR4388077	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	ERR3281026	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR10992210	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR3546450	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	ERR3281040	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	ERR3281022	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR2090174	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR4388699	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR11844739	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	ERR4388080	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	ERR3281021	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	ERR3281041	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR3546456	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	ERR3281025	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR12918151	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR2090169	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR6208705	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	ERR3281038	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR8797413	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR2638370	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR2638363	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	ERR3281039	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR6209370	0

Sulfonamide Resistance;sul4	 sul4_1_MG649393	SRR11600163	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR12666050	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR2638368	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	ERR3281031	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR2090164	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR3546451	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR3546457	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR12926096	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	ERR3281037	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR11600161	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR7912025	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	ERR3281023	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR2638364	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	ERR3281036	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	ERR3281032	79

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	ERR3281030	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR10992209	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR8512247	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	ERR3281024	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR11600162	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR6213089	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	ERR3281027	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR2638369	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR6231011	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR13554778	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR3546449	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR8797411	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR3546452	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR8512248	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR4389122	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR8797412	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	ERR3281034	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	ERR3281035	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR13554775	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	ERR3281029	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR11844737	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR13662870	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR12918152	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR6213885	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR2638367	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR4389352	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR8512250	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR11844785	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR9644739	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	ERR2191546	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR9644740	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR8512251	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR3546453	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR10419845	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR2090170	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR13554773	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	ERR3281033	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR2638366	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR11844738	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR11844740	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR8512249	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR11614988	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR3546454	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR2090166	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR6213120	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR6212576	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR8512246	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR6211631	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	ERR3281028	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR11844736	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR2638365	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR11844784	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR8797414	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR8512245	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR9644741	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR11614986	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR9644742	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	ERR4388077	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	ERR3281026	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR10992210	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR3546450	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	ERR3281040	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	ERR3281022	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR2090174	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR4388699	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR11844739	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	ERR4388080	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	ERR3281021	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	ERR3281041	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR3546456	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	ERR3281025	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR12918151	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR2090169	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR6208705	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	ERR3281038	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR8797413	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR2638370	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR2638363	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	ERR3281039	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR6209370	0

Beta-Lactam Resistance;blaTEM	 blaTEM-178_1_X97254	SRR11600163	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR12666050	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR2638368	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	ERR3281031	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR2090164	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR3546451	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR3546457	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR12926096	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	ERR3281037	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR11600161	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR7912025	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	ERR3281023	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR2638364	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	ERR3281036	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	ERR3281032	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	ERR3281030	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR10992209	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR8512247	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	ERR3281024	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR11600162	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR6213089	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	ERR3281027	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR2638369	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR6231011	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR13554778	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR3546449	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR8797411	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR3546452	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR8512248	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR4389122	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR8797412	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	ERR3281034	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	ERR3281035	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR13554775	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	ERR3281029	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR11844737	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR13662870	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR12918152	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR6213885	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR2638367	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR4389352	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR8512250	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR11844785	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR9644739	0

